bpsName,bpsNumber,groupVeg,acresTotal,acresLeft,percentLeft,disturbance,percentDisturbed,acresDisturbed,acresDisturbedLeft
Central Appalachian Pine-Oak Rocky Woodland,6513770,Hardwood-Conifer,333932,116814,34.98137345,NonReplacementFire,0.28246,943,329.8743517
Central Appalachian Pine-Oak Rocky Woodland,6513770,Hardwood-Conifer,333932,116814,34.98137345,ReplacementFire,0.24822,829,289.9955859
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,SurfaceFire,0.02094,33,30.80716735
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,Insect/Disease,0.7341,1154,1077.317307
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,NonReplacementFire,0.28428,447,417.2970851
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,NonFireDisturbances,9.14864,14378,13422.58946
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,ReplacementFire,0.24734,389,363.1511546
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,AlternativeSuccession,8.04368,12641,11801.0122
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,MixedFire,0.26334,414,386.4899177
Central Appalachian Pine-Oak Rocky Woodland,6613770,Hardwood-Conifer,157157,146714,93.35505259,Wind/Weather/Stress,8.41454,13224,12345.27215
Central Interior and Appalachian Floodplain Systems,4114710,Riparian,171263,112463,65.66683989,NonFireDisturbances,21.2789,36443,23930.96646
Central Interior and Appalachian Floodplain Systems,4114710,Riparian,171263,112463,65.66683989,NonReplacementFire,1.70304,2917,1915.50172
Central Interior and Appalachian Floodplain Systems,4114710,Riparian,171263,112463,65.66683989,MixedFire,0.23204,397,260.6973544
Central Interior and Appalachian Floodplain Systems,4114710,Riparian,171263,112463,65.66683989,SurfaceFire,1.471,2519,1654.147697
Central Interior and Appalachian Floodplain Systems,4214710,Riparian,2670725,619249,23.18655047,NonFireDisturbances,2.71694,72562,16824.62475
Central Interior and Appalachian Floodplain Systems,4314710,Riparian,3971286,896664,22.57868106,NonFireDisturbances,2.72746,108315,24456.09839
Central Interior and Appalachian Floodplain Systems,4414711,Riparian,432663,86797,20.06110992,NonFireDisturbances,2.7257,11793,2365.806693
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,NonFireDisturbances,1.36828,57041,21993.18116
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,Insect/Disease,0.2991,12469,4807.646707
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,Wind/Weather/Stress,0.75028,31278,12059.79419
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,AlternativeSuccession,0.82632,34448,13282.04457
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,SurfaceFire,0.82676,34466,13288.9848
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,ReplacementFire,0.16432,6850,2641.140424
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,NonReplacementFire,1.08178,45098,17388.34319
Central Interior and Appalachian Floodplain Systems,4714710,Riparian,4168845,1607373,38.55679451,MixedFire,0.25502,10631,4098.972824
Central Interior and Appalachian Floodplain Systems,4914710,Riparian,221205,88482,40,NonReplacementFire,1.69772,3755,1502
Central Interior and Appalachian Floodplain Systems,4914710,Riparian,221205,88482,40,SurfaceFire,1.4662,3243,1297.2
Central Interior and Appalachian Floodplain Systems,4914710,Riparian,221205,88482,40,NonFireDisturbances,21.37368,47280,18912
Central Interior and Appalachian Floodplain Systems,4914710,Riparian,221205,88482,40,MixedFire,0.23152,512,204.8
Central Interior and Appalachian Floodplain Systems,5014710,Riparian,308012,285567,92.71294625,SurfaceFire,1.47328,4538,4207.313501
Central Interior and Appalachian Floodplain Systems,5014710,Riparian,308012,285567,92.71294625,NonReplacementFire,1.70684,5257,4873.919584
Central Interior and Appalachian Floodplain Systems,5014710,Riparian,308012,285567,92.71294625,NonFireDisturbances,21.29122,65579,60800.22302
Central Interior and Appalachian Floodplain Systems,5014710,Riparian,308012,285567,92.71294625,MixedFire,0.23356,719,666.6060835
Central Interior and Appalachian Floodplain Systems,5114710,Riparian,1121361,1046740,93.34549712,NonFireDisturbances,21.44992,240531,224524.8577
Central Interior and Appalachian Floodplain Systems,5114710,Riparian,1121361,1046740,93.34549712,SurfaceFire,1.46698,16450,15355.33428
Central Interior and Appalachian Floodplain Systems,5114710,Riparian,1121361,1046740,93.34549712,MixedFire,0.23428,2627,2452.186209
Central Interior and Appalachian Floodplain Systems,5114710,Riparian,1121361,1046740,93.34549712,NonReplacementFire,1.70126,19077,17807.52049
Central Interior and Appalachian Floodplain Systems,5214710,Riparian,921652,211251,22.92090724,NonFireDisturbances,21.43062,197516,45272.45915
Central Interior and Appalachian Floodplain Systems,5214710,Riparian,921652,211251,22.92090724,SurfaceFire,1.47176,13565,3109.221067
Central Interior and Appalachian Floodplain Systems,5214710,Riparian,921652,211251,22.92090724,MixedFire,0.23182,2137,489.8197877
Central Interior and Appalachian Floodplain Systems,5214710,Riparian,921652,211251,22.92090724,NonReplacementFire,1.70358,15701,3598.811646
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,NonFireDisturbances,1.3799,7871,2603.602335
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,AlternativeSuccession,0.83218,4747,1570.232535
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,MixedFire,0.25396,1449,479.3062868
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,ReplacementFire,0.16506,941,311.2679199
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,SurfaceFire,0.82604,4712,1558.655089
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,NonReplacementFire,1.08,6160,2037.630591
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,Insect/Disease,0.3022,1724,570.2719382
Central Interior and Appalachian Floodplain Systems,5314710,Riparian,570387,188675,33.07841869,Wind/Weather/Stress,0.7586,4327,1431.303177
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,NonReplacementFire,1.08354,2090,515.8347199
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,SurfaceFire,0.83046,1602,395.391015
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,ReplacementFire,0.16498,318,78.48585691
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,AlternativeSuccession,0.8213,1584,390.9484193
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,NonFireDisturbances,1.3707,2644,652.5679423
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,Insect/Disease,0.30856,595,146.8524681
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,MixedFire,0.25308,488,120.4437049
Central Interior and Appalachian Floodplain Systems,5714710,Riparian,192921,47615,24.68108708,Wind/Weather/Stress,0.74896,1445,356.6417083
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,MixedFire,0.25758,334,87.74674469
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,AlternativeSuccession,0.82898,1075,282.4184148
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,SurfaceFire,0.82342,1068,280.5794112
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,NonFireDisturbances,1.36646,1772,465.5306335
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,Wind/Weather/Stress,0.74874,971,255.0960751
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,Insect/Disease,0.30128,391,102.7214885
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,ReplacementFire,0.16482,214,56.22096815
Central Interior and Appalachian Floodplain Systems,6014710,Riparian,129711,34077,26.27148044,NonReplacementFire,1.081,1402,368.3261558
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,NonReplacementFire,1.07982,5815,1568.609178
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,SurfaceFire,0.82676,4452,1200.936898
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,AlternativeSuccession,0.82866,4462,1203.63442
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,Wind/Weather/Stress,0.75392,4060,1095.194026
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,NonFireDisturbances,1.37086,7382,1991.310912
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,Insect/Disease,0.30094,1621,437.2683539
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,MixedFire,0.25306,1363,367.6722803
Central Interior and Appalachian Floodplain Systems,6114710,Riparian,538509,145264,26.97522233,ReplacementFire,0.16326,879,237.1122043
Central Interior and Appalachian Floodplain Systems,6214710,Riparian,1031717,415868,40.30834037,SurfaceFire,1.4806,15276,6157.502075
Central Interior and Appalachian Floodplain Systems,6214710,Riparian,1031717,415868,40.30834037,NonReplacementFire,1.71486,17693,7131.754661
Central Interior and Appalachian Floodplain Systems,6214710,Riparian,1031717,415868,40.30834037,NonFireDisturbances,21.3677,220454,88861.34868
Central Interior and Appalachian Floodplain Systems,6214710,Riparian,1031717,415868,40.30834037,MixedFire,0.23426,2417,974.2525867
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,NonReplacementFire,1.0908,2879,1184.498557
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,Wind/Weather/Stress,0.75152,1984,816.2713221
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,SurfaceFire,0.83558,2206,907.6081333
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,Insect/Disease,0.30276,799,328.730235
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,ReplacementFire,0.16,422,173.6222268
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,NonFireDisturbances,1.36702,3608,1484.428896
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,MixedFire,0.25522,674,277.3018503
Central Interior and Appalachian Floodplain Systems,6314710,Riparian,263952,108597,41.14270777,AlternativeSuccession,0.82936,2189,900.613873
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,MixedFire,0.25394,1617,1016.556402
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,ReplacementFire,0.16632,1059,665.759573
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,Insect/Disease,0.30262,1927,1211.443529
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,AlternativeSuccession,0.825,5254,3303.022471
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,NonFireDisturbances,1.3634,8683,5458.725564
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,NonReplacementFire,1.08272,6895,4334.666908
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,SurfaceFire,0.82878,5278,3318.110507
Central Interior and Appalachian Floodplain Systems,6414710,Riparian,636867,400378,62.86681521,Wind/Weather/Stress,0.74542,4747,2984.287718
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,NonReplacementFire,1.08364,2210,1133.787923
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,MixedFire,0.2553,521,267.2866551
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,ReplacementFire,0.16376,334,171.3507539
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,SurfaceFire,0.82834,1689,866.5012676
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,AlternativeSuccession,0.8343,1701,872.6575821
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,Wind/Weather/Stress,0.7596,1549,794.6775983
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,NonFireDisturbances,1.38048,2815,1444.168779
Central Interior and Appalachian Floodplain Systems,6514710,Riparian,203935,104624,51.30262093,Insect/Disease,0.30078,613,314.4850663
Central Interior and Appalachian Riparian Systems,4714720,Riparian,1296921,586425,45.21670942,Wind/Weather/Stress,0.49876,6469,2925.068932
Central Interior and Appalachian Riparian Systems,4714720,Riparian,1296921,586425,45.21670942,NonFireDisturbances,1.85356,24039,10869.64478
Central Interior and Appalachian Riparian Systems,4714720,Riparian,1296921,586425,45.21670942,SurfaceFire,0.50338,6528,2951.746791
Central Interior and Appalachian Riparian Systems,4714720,Riparian,1296921,586425,45.21670942,NonReplacementFire,0.50338,6528,2951.746791
Central Interior and Appalachian Riparian Systems,4714720,Riparian,1296921,586425,45.21670942,ReplacementFire,0.10182,1321,597.3127315
Central Interior and Appalachian Riparian Systems,4914720,Riparian,6525,1777,27.23371648,NonReplacementFire,0.4992,33,8.987126437
Central Interior and Appalachian Riparian Systems,4914720,Riparian,6525,1777,27.23371648,ReplacementFire,0.10054,7,1.906360153
Central Interior and Appalachian Riparian Systems,4914720,Riparian,6525,1777,27.23371648,NonFireDisturbances,1.79796,117,31.86344828
Central Interior and Appalachian Riparian Systems,4914720,Riparian,6525,1777,27.23371648,SurfaceFire,0.4992,33,8.987126437
Central Interior and Appalachian Riparian Systems,4914720,Riparian,6525,1777,27.23371648,Wind/Weather/Stress,0.49842,33,8.987126437
Central Interior and Appalachian Riparian Systems,5314720,Riparian,1434419,919761,64.12080431,ReplacementFire,0.09978,1431,917.5687097
Central Interior and Appalachian Riparian Systems,5314720,Riparian,1434419,919761,64.12080431,Wind/Weather/Stress,0.4944,7092,4547.447442
Central Interior and Appalachian Riparian Systems,5314720,Riparian,1434419,919761,64.12080431,NonFireDisturbances,1.86068,26690,17113.84267
Central Interior and Appalachian Riparian Systems,5314720,Riparian,1434419,919761,64.12080431,SurfaceFire,0.5012,7189,4609.644622
Central Interior and Appalachian Riparian Systems,5314720,Riparian,1434419,919761,64.12080431,NonReplacementFire,0.5012,7189,4609.644622
Central Interior and Appalachian Riparian Systems,5714720,Riparian,1187110,716269,60.33720548,NonFireDisturbances,1.78852,21232,12810.79547
Central Interior and Appalachian Riparian Systems,5714720,Riparian,1187110,716269,60.33720548,Wind/Weather/Stress,0.4991,5925,3574.979425
Central Interior and Appalachian Riparian Systems,5714720,Riparian,1187110,716269,60.33720548,ReplacementFire,0.10026,1190,718.0127452
Central Interior and Appalachian Riparian Systems,5714720,Riparian,1187110,716269,60.33720548,SurfaceFire,0.49986,5934,3580.409773
Central Interior and Appalachian Riparian Systems,5714720,Riparian,1187110,716269,60.33720548,NonReplacementFire,0.49986,5934,3580.409773
Central Interior and Appalachian Riparian Systems,6014720,Riparian,26601,9797,36.8294425,NonFireDisturbances,1.79754,478,176.0447352
Central Interior and Appalachian Riparian Systems,6014720,Riparian,26601,9797,36.8294425,NonReplacementFire,0.5026,134,49.35145295
Central Interior and Appalachian Riparian Systems,6014720,Riparian,26601,9797,36.8294425,ReplacementFire,0.1017,27,9.943949476
Central Interior and Appalachian Riparian Systems,6014720,Riparian,26601,9797,36.8294425,Wind/Weather/Stress,0.4974,132,48.6148641
Central Interior and Appalachian Riparian Systems,6014720,Riparian,26601,9797,36.8294425,SurfaceFire,0.5026,134,49.35145295
Central Interior and Appalachian Riparian Systems,6114720,Riparian,2282766,966149,42.32361092,NonReplacementFire,0.49764,11360,4807.9622
Central Interior and Appalachian Riparian Systems,6114720,Riparian,2282766,966149,42.32361092,SurfaceFire,0.49764,11360,4807.9622
Central Interior and Appalachian Riparian Systems,6114720,Riparian,2282766,966149,42.32361092,Wind/Weather/Stress,0.49812,11371,4812.617797
Central Interior and Appalachian Riparian Systems,6114720,Riparian,2282766,966149,42.32361092,ReplacementFire,0.09938,2269,960.3227317
Central Interior and Appalachian Riparian Systems,6114720,Riparian,2282766,966149,42.32361092,NonFireDisturbances,1.79816,41048,17372.99581
Central Interior and Appalachian Riparian Systems,6214720,Riparian,1163075,608828,52.3464093,ReplacementFire,0.09942,1156,605.1244915
Central Interior and Appalachian Riparian Systems,6214720,Riparian,1163075,608828,52.3464093,SurfaceFire,0.50228,5842,3058.077231
Central Interior and Appalachian Riparian Systems,6214720,Riparian,1163075,608828,52.3464093,NonReplacementFire,0.50228,5842,3058.077231
Central Interior and Appalachian Riparian Systems,6214720,Riparian,1163075,608828,52.3464093,Wind/Weather/Stress,0.50128,5830,3051.795662
Central Interior and Appalachian Riparian Systems,6214720,Riparian,1163075,608828,52.3464093,NonFireDisturbances,1.79968,20932,10957.1504
Central Interior and Appalachian Riparian Systems,6314720,Riparian,1077118,718342,66.69111462,NonReplacementFire,0.5025,5413,3609.990035
Central Interior and Appalachian Riparian Systems,6314720,Riparian,1077118,718342,66.69111462,ReplacementFire,0.1029,1108,738.93755
Central Interior and Appalachian Riparian Systems,6314720,Riparian,1077118,718342,66.69111462,Wind/Weather/Stress,0.50286,5416,3611.990768
Central Interior and Appalachian Riparian Systems,6314720,Riparian,1077118,718342,66.69111462,SurfaceFire,0.5025,5413,3609.990035
Central Interior and Appalachian Riparian Systems,6314720,Riparian,1077118,718342,66.69111462,NonFireDisturbances,1.7993,19381,12925.40492
Central Interior and Appalachian Riparian Systems,6414720,Riparian,1133157,896472,79.11277961,Wind/Weather/Stress,0.50406,5712,4518.921971
Central Interior and Appalachian Riparian Systems,6414720,Riparian,1133157,896472,79.11277961,NonReplacementFire,0.49928,5658,4476.20107
Central Interior and Appalachian Riparian Systems,6414720,Riparian,1133157,896472,79.11277961,NonFireDisturbances,1.81276,20541,16250.55606
Central Interior and Appalachian Riparian Systems,6414720,Riparian,1133157,896472,79.11277961,ReplacementFire,0.0999,1132,895.5566651
Central Interior and Appalachian Riparian Systems,6414720,Riparian,1133157,896472,79.11277961,SurfaceFire,0.49928,5658,4476.20107
Central Interior and Appalachian Riparian Systems,6514720,Riparian,18870,11591,61.42554319,ReplacementFire,0.09956,19,11.67085321
Central Interior and Appalachian Riparian Systems,6514720,Riparian,18870,11591,61.42554319,NonReplacementFire,0.49308,93,57.12575517
Central Interior and Appalachian Riparian Systems,6514720,Riparian,18870,11591,61.42554319,NonFireDisturbances,1.80404,340,208.8468468
Central Interior and Appalachian Riparian Systems,6514720,Riparian,18870,11591,61.42554319,SurfaceFire,0.49308,93,57.12575517
Central Interior and Appalachian Riparian Systems,6514720,Riparian,18870,11591,61.42554319,Wind/Weather/Stress,0.49556,94,57.7400106
Central Interior and Appalachian Riparian Systems,6614720,Riparian,1885,894,47.4270557,NonFireDisturbances,1.79292,34,16.12519894
Central Interior and Appalachian Riparian Systems,6614720,Riparian,1885,894,47.4270557,Wind/Weather/Stress,0.49616,9,4.268435013
Central Interior and Appalachian Riparian Systems,6614720,Riparian,1885,894,47.4270557,SurfaceFire,0.49894,9,4.268435013
Central Interior and Appalachian Riparian Systems,6614720,Riparian,1885,894,47.4270557,ReplacementFire,0.10092,2,0.948541114
Central Interior and Appalachian Riparian Systems,6614720,Riparian,1885,894,47.4270557,NonReplacementFire,0.49894,9,4.268435013
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4114930,Riparian,571586,348997,61.05765362,Wind/Weather/Stress,32.70398,186931,114135.6825
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4114930,Riparian,571586,348997,61.05765362,ReplacementFire,5.908,33769,20618.55905
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4114930,Riparian,571586,348997,61.05765362,NonFireDisturbances,33.80588,193230,117981.7041
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4114930,Riparian,571586,348997,61.05765362,AlternativeSuccession,1.22408,6997,4272.204024
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4214930,Riparian,101931,11451,11.23407011,AlternativeSuccession,1.19384,1217,136.7186332
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4214930,Riparian,101931,11451,11.23407011,ReplacementFire,5.98376,6099,685.1659358
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4214930,Riparian,101931,11451,11.23407011,Wind/Weather/Stress,33.03802,33676,3783.185449
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4214930,Riparian,101931,11451,11.23407011,NonFireDisturbances,34.1153,34774,3906.535539
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4414930,Riparian,15585,2997,19.23002887,NonFireDisturbances,33.74576,5259,1011.307218
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4414930,Riparian,15585,2997,19.23002887,ReplacementFire,5.87544,916,176.1470645
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4414930,Riparian,15585,2997,19.23002887,Wind/Weather/Stress,32.6425,5087,978.2315688
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,4414930,Riparian,15585,2997,19.23002887,AlternativeSuccession,1.22416,191,36.72935515
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5014930,Riparian,289473,77554,26.79144514,ReplacementFire,5.86854,16988,4551.330701
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5014930,Riparian,289473,77554,26.79144514,Wind/Weather/Stress,32.5076,94101,25211.01779
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5014930,Riparian,289473,77554,26.79144514,AlternativeSuccession,1.22938,3559,953.5075327
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5014930,Riparian,289473,77554,26.79144514,NonFireDisturbances,33.6105,97293,26066.20072
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5214930,Riparian,175678,99390,56.57509762,ReplacementFire,5.79236,10176,5757.081934
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5214930,Riparian,175678,99390,56.57509762,AlternativeSuccession,1.24498,2187,1237.297385
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5214930,Riparian,175678,99390,56.57509762,NonFireDisturbances,33.34588,58581,33142.25794
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,5214930,Riparian,175678,99390,56.57509762,Wind/Weather/Stress,32.22676,56615,32029.99152
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,6214930,Riparian,15718,7543,47.9895661,NonFireDisturbances,33.68072,5294,2540.567629
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,6214930,Riparian,15718,7543,47.9895661,ReplacementFire,5.88658,925,443.9034864
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,6214930,Riparian,15718,7543,47.9895661,Wind/Weather/Stress,32.573,5120,2457.065784
Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,6214930,Riparian,15718,7543,47.9895661,AlternativeSuccession,1.23184,194,93.09975824
Central Interior and Appalachian Swamp Systems,4114790,Riparian,243188,137785,56.65781206,NonFireDisturbances,0.815,1982,1122.957835
Central Interior and Appalachian Swamp Systems,4114790,Riparian,243188,137785,56.65781206,ReplacementFire,0.09976,243,137.6784833
Central Interior and Appalachian Swamp Systems,4114790,Riparian,243188,137785,56.65781206,Wind/Weather/Stress,0.815,1982,1122.957835
Central Interior and Appalachian Swamp Systems,4214790,Riparian,36442,13516,37.08907305,ReplacementFire,0.0979,36,13.3520663
Central Interior and Appalachian Swamp Systems,4214790,Riparian,36442,13516,37.08907305,Wind/Weather/Stress,0.81804,298,110.5254377
Central Interior and Appalachian Swamp Systems,4214790,Riparian,36442,13516,37.08907305,NonFireDisturbances,0.81804,298,110.5254377
Central Interior and Appalachian Swamp Systems,4714790,Riparian,1327442,367666,27.69733066,ReplacementFire,0.10152,1348,373.3600172
Central Interior and Appalachian Swamp Systems,4714790,Riparian,1327442,367666,27.69733066,NonFireDisturbances,0.81756,10853,3005.991296
Central Interior and Appalachian Swamp Systems,4714790,Riparian,1327442,367666,27.69733066,Wind/Weather/Stress,0.81756,10853,3005.991296
Central Interior and Appalachian Swamp Systems,5014790,Riparian,336837,263407,78.20013835,NonFireDisturbances,0.81526,2746,2147.375799
Central Interior and Appalachian Swamp Systems,5014790,Riparian,336837,263407,78.20013835,Wind/Weather/Stress,0.81526,2746,2147.375799
Central Interior and Appalachian Swamp Systems,5014790,Riparian,336837,263407,78.20013835,ReplacementFire,0.10164,342,267.4444731
Central Interior and Appalachian Swamp Systems,5114790,Riparian,628290,512384,81.55214949,Wind/Weather/Stress,0.81524,5122,4177.101097
Central Interior and Appalachian Swamp Systems,5114790,Riparian,628290,512384,81.55214949,NonFireDisturbances,0.81524,5122,4177.101097
Central Interior and Appalachian Swamp Systems,5114790,Riparian,628290,512384,81.55214949,ReplacementFire,0.0964,606,494.2060259
Central Interior and Appalachian Swamp Systems,5214790,Riparian,1094399,105814,9.668685735,Wind/Weather/Stress,0.87548,9581,926.3567803
Central Interior and Appalachian Swamp Systems,5214790,Riparian,1094399,105814,9.668685735,NonFireDisturbances,1.07184,11730,1134.136837
Central Interior and Appalachian Swamp Systems,5214790,Riparian,1094399,105814,9.668685735,ReplacementFire,0.1008,1103,106.6456037
Central Interior and Appalachian Swamp Systems,5314790,Riparian,49007,22121,45.13844961,ReplacementFire,0.1004,49,22.11784031
Central Interior and Appalachian Swamp Systems,5314790,Riparian,49007,22121,45.13844961,NonFireDisturbances,0.81172,398,179.6510294
Central Interior and Appalachian Swamp Systems,5314790,Riparian,49007,22121,45.13844961,Wind/Weather/Stress,0.81172,398,179.6510294
Central Interior and Appalachian Swamp Systems,6014790,Riparian,34942,2955,8.456871387,Wind/Weather/Stress,0.81152,284,24.01751474
Central Interior and Appalachian Swamp Systems,6014790,Riparian,34942,2955,8.456871387,NonFireDisturbances,0.81152,284,24.01751474
Central Interior and Appalachian Swamp Systems,6014790,Riparian,34942,2955,8.456871387,ReplacementFire,0.10028,35,2.959904985
Central Interior and Appalachian Swamp Systems,6114790,Riparian,61704,35495,57.52463374,Wind/Weather/Stress,0.80616,497,285.8974297
Central Interior and Appalachian Swamp Systems,6114790,Riparian,61704,35495,57.52463374,ReplacementFire,0.1014,63,36.24051925
Central Interior and Appalachian Swamp Systems,6114790,Riparian,61704,35495,57.52463374,NonFireDisturbances,0.80616,497,285.8974297
Central Interior and Appalachian Swamp Systems,6214790,Riparian,34100,18360,53.84164223,NonFireDisturbances,1.08548,370,199.2140762
Central Interior and Appalachian Swamp Systems,6214790,Riparian,34100,18360,53.84164223,ReplacementFire,0.09926,34,18.30615836
Central Interior and Appalachian Swamp Systems,6214790,Riparian,34100,18360,53.84164223,Wind/Weather/Stress,0.89196,304,163.6785924
Central Interior and Appalachian Swamp Systems,6314790,Riparian,1361070,776070,57.01910996,NonFireDisturbances,0.814,11079,6317.147193
Central Interior and Appalachian Swamp Systems,6314790,Riparian,1361070,776070,57.01910996,ReplacementFire,0.10072,1371,781.7319976
Central Interior and Appalachian Swamp Systems,6314790,Riparian,1361070,776070,57.01910996,Wind/Weather/Stress,0.814,11079,6317.147193
