bpsName,bpsNumber,groupVeg,acresTotal,acresLeft,percentLeft,disturbance,percentDisturbed,acresDisturbed,acresDisturbedLeft
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,SurfaceFire,0.59114,1755,1722.369866
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,ReplacementFire,0.10756,319,313.0689387
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,NonFireDisturbances,1.35948,4037,3961.941397
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,Wind/Weather/Stress,0.2841,844,828.3077876
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,Insect/Disease,0.18096,537,527.0157369
Boreal Acidic Peatland Systems,6614770,Riparian,296945,291424,98.14073313,NonReplacementFire,0.59114,1755,1722.369866
Boreal Aspen-Birch Forest,4013010,Conifer,91839,69318,75.47773822,ReplacementFire,1.21796,1119,844.5958906
Boreal Aspen-Birch Forest,4013010,Conifer,91839,69318,75.47773822,Insect/Disease,1.15614,1062,801.5735799
Boreal Aspen-Birch Forest,4013010,Conifer,91839,69318,75.47773822,NonFireDisturbances,1.15614,1062,801.5735799
Boreal Jack Pine-Black Spruce Forest,4113440,Conifer,754149,733638,97.28024568,NonFireDisturbances,0.09836,742,721.819423
Boreal Jack Pine-Black Spruce Forest,4113440,Conifer,754149,733638,97.28024568,ReplacementFire,1.21708,9179,8929.353751
Boreal Jack Pine-Black Spruce Forest,4113440,Conifer,754149,733638,97.28024568,Wind/Weather/Stress,0.09836,742,721.819423
Boreal Jack Pine-Black Spruce Forest,6613440,Conifer,15397,14970,97.22673248,NonFireDisturbances,0.59448,92,89.44859388
Boreal Jack Pine-Black Spruce Forest,6613440,Conifer,15397,14970,97.22673248,Insect/Disease,0.14972,23,22.36214847
Boreal Jack Pine-Black Spruce Forest,6613440,Conifer,15397,14970,97.22673248,ReplacementFire,0.4729,73,70.97551471
Boreal Jack Pine-Black Spruce Forest,6613440,Conifer,15397,14970,97.22673248,Wind/Weather/Stress,0.44476,68,66.11417809
Boreal Jack Pine-Black Spruce Forest,6613440,Conifer,15397,14970,97.22673248,AlternativeSuccession,0.21778,34,33.05708904
Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,4113653,Conifer,3229399,2440452,75.56985061,MixedFire,0.4118,13299,10050.03443
Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,4113653,Conifer,3229399,2440452,75.56985061,Insect/Disease,1.45474,46979,35501.96012
Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,4113653,Conifer,3229399,2440452,75.56985061,ReplacementFire,0.90244,29143,22023.32156
Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,4113653,Conifer,3229399,2440452,75.56985061,NonReplacementFire,0.4118,13299,10050.03443
Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch,4113653,Conifer,3229399,2440452,75.56985061,NonFireDisturbances,1.45474,46979,35501.96012
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,Insect/Disease,1.47048,8038,4941.371143
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,Wind/Weather/Stress,0.09026,493,303.0724028
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,MixedFire,0.08894,486,298.7691435
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,NonReplacementFire,0.08894,486,298.7691435
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,NonFireDisturbances,1.56074,8531,5244.443546
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,ReplacementFire,0.10698,585,359.6295246
Boreal White Spruce-Fir-Hardwood Forest - Coastal,4113652,Conifer,546595,336020,61.47513241,AlternativeSuccession,0.16838,920,565.5712182
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,NonReplacementFire,0.07838,573,250.9483902
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,Wind/Weather/Stress,0.08192,599,262.3352282
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,AlternativeSuccession,0.13488,986,431.8239315
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,NonFireDisturbances,1.42588,10425,4565.684063
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,MixedFire,0.07838,573,250.9483902
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,ReplacementFire,0.11294,826,361.7510826
Boreal White Spruce-Fir-Hardwood Forest - Coastal,5113652,Conifer,731102,320190,43.79553058,Insect/Disease,1.34396,9826,4303.348835
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,ReplacementFire,0.39966,102,34.40963855
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,AlternativeSuccession,0.13712,35,11.80722892
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,NonReplacementFire,0.0678,17,5.734939759
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,Insect/Disease,2.06214,524,176.7710843
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,MixedFire,0.0678,17,5.734939759
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,Wind/Weather/Stress,0.08168,21,7.084337349
Boreal White Spruce-Fir-Hardwood Forest - Inland,4013651,Conifer,25398,8568,33.73493976,NonFireDisturbances,2.14382,544,183.5180723
Boreal White Spruce-Fir-Hardwood Forest - Inland,4113651,Conifer,2873628,1772577,61.68428899,ReplacementFire,0.40376,11603,7157.228051
Boreal White Spruce-Fir-Hardwood Forest - Inland,4113651,Conifer,2873628,1772577,61.68428899,Wind/Weather/Stress,0.08454,2429,1498.31138
